1.255038, 2.567601, 7.819011, 0.540685, 1.361702, 2.778566, 0.015416, 0.614710, 1.474376, 3.014437, 
0.072098, 0.691580, 1.593779, 3.281892, 0.130433, 0.771524, 1.720766, 3.590717, 0.190522, 0.854797, 
1.856365, 3.956092, 0.252471, 0.941688, 2.001831, 4.403478, 0.316401, 1.032526, 2.158713, 4.980676, 
0.382443, 1.127688, 2.328956, 5.795277, 0.450739, 1.227604, 2.515051, 7.192627, 0.521451, 1.332776, 
2.720254, 0.000608, 0.594754, 1.443786, 2.948945, 0.056866, 0.670847, 1.561322, 3.207202, 0.114753, 
0.749950, 1.686200, 3.503822, 0.174365, 0.832311, 1.819397, 3.852226, 0.235808, 0.918209, 1.962101, 
4.274398, 0.299199, 1.007963, 2.115776, 4.810206, 0.364665, 1.101935, 2.282248, 5.544297, 0.432347, 
1.200541, 2.463846, 6.716340, 0.502400, 1.304262, 2.663594, 9.903729, 0.574996, 1.413657, 2.885529, 
0.041750, 0.650327, 1.529384, 3.135200, 0.099194, 0.728606, 1.652221, 3.420546, 0.158337, 0.810074, 
1.783099, 3.753488, 0.219282, 0.895003, 1.923145, 4.153146, 0.282144, 0.983698, 2.073741, 4.653132, 
0.347045, 1.076510, 2.236606, 5.321329, 0.414123, 1.173839, 2.413919, 6.331945, 0.483529, 1.276149, 
2.608495, 8.474890, 0.555431, 1.383975, 2.824062, 0.026746, 0.630014, 1.497948, 3.065701, 0.083755, 
0.707487, 1.618810, 3.340600, 0.142437, 0.788082, 1.747449, 3.659397, 0.202892, 0.872062, 1.884933, 
4.038827, 0.265232, 0.959723, 2.032571, 4.507501, 0.329578, 1.051404, 2.191982, 5.120744, 0.396063, 
1.147489, 2.365209, 6.009653, 0.464835, 1.248425, 2.554874, 7.649978, 0.536056, 1.354727, 2.764428, 
0.011855, 0.609906, 1.466998, 2.998536, 0.068435, 0.686589, 1.585948, 3.263726, 0.126662, 0.766330, 
1.712423, 3.569533, 0.186635, 0.849382, 1.847438, 3.930690, 0.248463, 0.936033, 1.992232, 4.371758, 
0.312263, 1.026609, 2.148333, 4.938455, 0.378165, 1.121482, 2.317656, 5.732162, 0.446314, 1.221081, 
2.502652, 7.067659, 0.516866, 1.325901, 2.706521, 13.052818, 0.589999, 1.436520, 2.933554, 0.053231, 
0.665907, 1.553617, 3.189699, 0.111011, 0.744811, 1.677999, 3.483535, 0.170510, 0.826956, 1.810633, 
3.828101, 0.231833, 0.912620, 1.952690, 4.244646, 0.295096, 1.002118, 2.105615, 4.771402, 0.360426, 
1.095809, 2.271208, 5.488522, 0.427962, 1.194106, 2.451760, 6.617210, 0.497859, 1.297484, 2.650243, 
9.457279, 0.570287, 1.406499, 2.870616, 0.038142, 0.645437, 1.521801, 3.118314, 0.095481, 0.723521, 
1.644158, 3.401082, 0.154513, 0.804779, 1.774492, 3.730519, 0.215340, 0.889478, 1.913915, 4.125132, 
0.278075, 0.977923, 2.063791, 4.617233, 0.342843, 1.070461, 2.225815, 5.271365, 0.409778, 1.167489, 
2.402130, 6.249798, 0.479031, 1.269466, 2.595506, 8.243918, 0.550768, 1.376923, 2.809599, 0.023166, 
0.625174, 1.490483, 3.049389, 0.080071, 0.702456, 1.610881, 3.321895, 0.138643, 0.782845, 1.738994, 
3.637477, 0.198982, 0.866600, 1.875878, 4.012359, 0.261198, 0.954017, 2.022824, 4.474102, 0.325413, 
1.045430, 2.181429, 5.075494, 0.391757, 1.141222, 2.353703, 5.939520, 0.460378, 1.241834, 2.542227, 
7.494123, 0.531437, 1.347777, 2.750389, 0.008301, 0.605115, 1.459647, 2.982760, 0.064779, 0.681610, 
1.578148, 3.245724, 0.122898, 0.761149, 1.704114, 3.548572, 0.182757, 0.843981, 1.838550, 3.905606, 
0.244463, 0.930394, 1.982679, 4.340534, 0.308133, 1.020709, 2.138006, 4.897107, 0.373897, 1.115296, 
2.306420, 5.670977, 0.441898, 1.214579, 2.490330, 6.950042, 0.512292, 1.319050, 2.692881, 11.468982, 
0.585254, 1.429280, 2.918280, 0.049602, 0.660980, 1.545942, 3.172348, 0.107276, 0.739685, 1.669832, 
3.463452, 0.166662, 0.821616, 1.801907, 3.804264, 0.227866, 0.907046, 1.943324, 4.215330, 0.291002, 
0.996289, 2.095506, 4.733336, 0.356196, 1.089701, 2.260229, 5.434260, 0.423587, 1.187691, 2.439747, 
6.522762, 0.493328, 1.290730, 2.636980, 9.092528, 0.565589, 1.399367, 2.855814, 0.034540, 0.640559, 
1.514246, 3.101568, 0.091775, 0.718450, 1.636128, 3.381806, 0.150696, 0.799497, 1.765922, 3.707811, 
0.211405, 0.883968, 1.904728, 4.097505, 0.274016, 0.972164, 2.053891, 4.581966, 0.338649, 1.064430, 
2.215081, 5.222619, 0.405442, 1.161159, 2.390411, 6.170892, 0.474542, 1.262805, 2.582600, 8.036880, 
0.546116, 1.369895, 2.795241, 0.019591, 0.620346, 1.483045, 3.033209, 0.076393, 0.697438, 1.602983, 
3.303364, 0.134856, 0.777621, 1.730574, 3.615796, 0.195079, 0.861153, 1.866863, 3.986236, 0.257173, 
0.948327, 2.013124, 4.441251, 0.321255, 1.039474, 2.170930, 5.031246, 0.387460, 1.134975, 2.342262, 
5.871764, 0.455931, 1.235265, 2.529659, 7.349541, 0.526830, 1.340851, 2.736447, 0.004753, 0.600334, 
1.452323, 2.967108, 0.061129, 0.676644, 1.570378, 3.227882, 0.119141, 0.755981, 1.695840, 3.527828, 
0.178886, 0.838595, 1.829702, 3.880833, 0.240470, 0.924770, 1.973171, 4.309789, 0.304012, 1.014826, 
2.127732, 4.856597, 0.369638, 1.109129, 2.295246, 5.611609, 0.437492, 1.208099, 2.478084, 6.838959, 
0.507728, 1.312223, 2.679333, 10.596315, 0.580521, 1.422066, 2.903123, 0.045980, 0.656064, 1.538296, 
3.155146, 0.103548, 0.734573, 1.661698, 3.443568, 0.162822, 0.816289, 1.793219, 3.780708, 0.223906, 
0.901488, 1.934001, 4.186437, 0.286915, 0.990478, 2.085448, 4.695981, 0.351974, 1.083612, 2.249310, 
5.381432, 0.419221, 1.181297, 2.427805, 6.432574, 0.488807, 1.283998, 2.623805, 8.784149, 0.560902, 
1.392260, 2.841121, 0.030945, 0.635694, 1.506720, 3.084962, 0.088076, 0.713391, 1.628130, 3.362714, 
0.146886, 0.794229, 1.757389, 3.685358, 0.207478, 0.878473, 1.895583, 4.070254, 0.269964, 0.966422, 
2.044039, 4.547310, 0.334465, 1.058417, 2.204405, 5.175033, 0.401115, 1.154849, 2.378759, 6.094981, 
0.470063, 1.256167, 2.569777, 7.849278, 0.541474, 1.362892, 2.780984, 0.016023, 0.615529, 1.475635, 
3.017158, 0.072722, 0.692432, 1.595116, 3.285003, 0.131076, 0.772410, 1.722190, 3.594347, 0.191184, 
0.855721, 1.857889, 3.960451, 0.253155, 0.942653, 2.003470, 4.408931, 0.317107, 1.033536, 2.160486, 
4.987956, 0.383172, 1.128746, 2.330887, 5.806228, 0.451494, 1.228717, 2.517170, 7.214710, 0.522233, 
1.333949, 2.722603, 0.001211, 0.595565, 1.445026, 2.951578, 0.057486, 0.671690, 1.562638, 3.210198, 
0.115391, 0.750826, 1.687600, 3.507298, 0.175022, 0.833224, 1.820893, 3.856363, 0.236486, 0.919163, 
1.963708, 4.279509, 0.299899, 1.008960, 2.117511, 4.816890, 0.365388, 1.102980, 2.284135, 5.553952, 
0.433095, 1.201639, 2.465912, 6.733723, 0.503175, 1.305418, 2.665877, 9.990783, 0.575799, 1.414879, 
2.888079, 0.042365, 0.651160, 1.530679, 3.138090, 0.099827, 0.729473, 1.653598, 3.423880, 0.158989, 
0.810977, 1.784569, 3.757426, 0.219955, 0.895945, 1.924721, 4.157956, 0.282837, 0.984683, 2.075440, 
4.659311, 0.347761, 1.077542, 2.238450, 5.329964, 0.414864, 1.174923, 2.415934, 6.346278, 0.484297, 
1.277289, 2.610716, 8.517028, 0.556226, 1.385179, 2.826535, 0.027357, 0.630840, 1.499222, 3.068493, 
0.084383, 0.708345, 1.620164, 3.343803, 0.143084, 0.788976, 1.748892, 3.663154, 0.203559, 0.872994, 
1.886480, 4.043369, 0.265920, 0.960697, 2.034236, 4.513245, 0.330289, 1.052423, 2.193785, 5.128553, 
0.396798, 1.148559, 2.367175, 6.021846, 0.465595, 1.249550, 2.557036, 7.677774, 0.536843, 1.355913, 
2.766829, 0.012461, 0.610724, 1.468253, 3.001235, 0.069058, 0.687438, 1.587280, 3.266808, 0.127304, 
0.767213, 1.713841, 3.573125, 0.187297, 0.850303, 1.848955, 3.934993, 0.249145, 0.936995, 1.993864, 
4.377125, 0.312967, 1.027615, 2.150097, 4.945583, 0.378893, 1.122538, 2.319576, 5.742771, 0.447067, 
1.222190, 2.504759, 7.088397, 0.517646, 1.327070, 2.708853, 13.513313, 0.590808, 1.437756, 2.936167, 
0.053850, 0.666748, 1.554927, 3.192669, 0.111648, 0.745685, 1.679393, 3.486975, 0.171166, 0.827867, 
1.812122, 3.832189, 0.232509, 0.913571, 1.954290, 4.249682, 0.295794, 1.003112, 2.107342, 4.777957, 
0.361147, 1.096851, 2.273084, 5.497911, 0.428708, 1.195200, 2.453813, 6.633749, 0.498632, 1.298637, 
2.652511, 9.526611, 0.571088, 1.407717, 2.873148, 0.038756, 0.646269, 1.523090, 3.121179, 0.096113, 
0.724386, 1.645529, 3.404384, 0.155164, 0.805680, 1.775956, 3.734412, 0.216011, 0.890417, 1.915484, 
4.129875, 0.278768, 0.978905, 2.065482, 4.623301, 0.343558, 1.071490, 2.227648, 5.279786, 0.410517, 
1.168569, 2.404133, 6.263551, 0.479796, 1.270602, 2.597712, 8.281417, 0.551561, 1.378122, 2.812055, 
0.023775, 0.625998, 1.491752, 3.052158, 0.080698, 0.703312, 1.612229, 3.325068, 0.139288, 0.783736, 
1.740431, 3.641193, 0.199647, 0.867529, 1.877417, 4.016841, 0.261885, 0.954988, 2.024480, 4.479750, 
0.326121, 1.046446, 2.183222, 5.083129, 0.392490, 1.142288, 2.355658, 5.951292, 0.461136, 1.242955, 
2.544375, 7.519822, 0.532223, 1.348959, 2.752773, 0.008905, 0.605930, 1.460897, 2.985438, 0.065401, 
0.682457, 1.579474, 3.248778, 0.123538, 0.762030, 1.705527, 3.552127, 0.183417, 0.844900, 1.840061, 
3.909856, 0.245143, 0.931353, 1.984303, 4.345817, 0.308836, 1.021712, 2.139761, 4.904089, 0.374624, 
1.116348, 2.308329, 5.681266, 0.442649, 1.215685, 2.492423, 6.969590, 0.513070, 1.320215, 2.695197, 
11.664561, 0.586061, 1.430511, 2.920873, 0.050220, 0.661818, 1.547247, 3.175292, 0.107911, 0.740557, 
1.671221, 3.466858, 0.167317, 0.822524, 1.803390, 3.808304, 0.228541, 0.907994, 1.944916, 4.220292, 
0.291698, 0.997281, 2.097224, 4.739768, 0.356915, 1.090740, 2.262095, 5.443398, 0.424331, 1.188782, 
2.441787, 6.538535, 0.494099, 1.291879, 2.639233, 9.150132, 0.566388, 1.400580, 2.858328, 0.035153, 
0.641389, 1.515531, 3.104410, 0.092406, 0.719313, 1.637494, 3.385076, 0.151345, 0.800396, 1.767379, 
3.711660, 0.212075, 0.884905, 1.906290, 4.102183, 0.274706, 0.973144, 2.055573, 4.587928, 0.339363, 
1.065456, 2.216905, 5.230837, 0.406179, 1.162236, 2.392402, 6.184112, 0.475306, 1.263938, 2.584792, 
8.070659, 0.546907, 1.371090, 2.797679, 0.020199, 0.621167, 1.484310, 3.035955, 0.077019, 0.698291, 
1.604326, 3.306508, 0.135500, 0.778509, 1.732006, 3.619472, 0.195743, 0.862080, 1.868396, 3.990661, 
0.257858, 0.949295, 2.014772, 4.446807, 0.321963, 1.040487, 2.172714, 5.038713, 0.388191, 1.136037, 
2.344206, 5.883142, 0.456688, 1.236382, 2.531794, 7.373437, 0.527614, 1.342029, 2.738815, 0.005356, 
0.601148, 1.453569, 2.969765, 0.061750, 0.677489, 1.571699, 3.230909, 0.119780, 0.756860, 1.697247, 
3.531346, 0.179544, 0.839512, 1.831206, 3.885031, 0.241150, 0.925727, 1.974787, 4.314991, 0.304713, 
1.015827, 
